age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,modern_latitude,modern_longitude
11810,790,310,260,32,22,5.67167,172.51611
13060,40,460,222,46,39,5.67167,172.51611
14730,170,130,137,33,25,5.67167,172.51611
14960,240,60,170,12,11,5.67167,172.51611
16230,70,30,303,62,56,5.67167,172.51611
16700,2300,100,236,34,28,10.10056,162.86722
18380,620,1780,217,6,6,10.10056,162.86722
19850,1950,850,217,44,39,10.10056,162.86722
21700,100,2700,226,41,37,10.10056,162.86722
23000,200,200,278,15,13,10.10056,162.86722
23510,190,310,435,52,43,10.10056,162.86722
40120,380,20,1004,423,275,18.55139,-179.64417
42520,1080,2020,342,101,78,18.55139,-179.64417
44260,1540,660,562,70,61,18.55139,-179.64417
45690,110,2090,1041,569,333,18.55139,-179.64417
46070,30,270,2446,232,196,18.55139,-179.64417
46970,2030,870,471,114,97,18.55139,-179.64417
50330,70,1330,844,58,52,18.55139,-179.64417
51020,1280,220,619,214,158,18.55139,-179.64417
52220,80,1420,3515,1105,595,18.55139,-179.64417
53240,760,940,1865,775,504,18.55139,-179.64417
55840,60,1140,2930,1162,709,18.55139,-179.64417
57120,380,20,2426,1282,690,18.55139,-179.64417
59880,120,680,3560,1070,630,18.55139,-179.64417
3.9,,,303.07,20,20,12.75,-78.73
4.6,,,264,20,20,12.75,-78.73
5,,,272,20,20,12.75,-78.73
7.8,,,264,20,20,12.75,-78.73
7.8,,,270,20,20,12.75,-78.73
9.5,,,272,20,20,12.75,-78.73
10.3,,,259,20,20,12.75,-78.73
11.7,,,268,20,20,12.75,-78.73
14,,,258,20,20,12.75,-78.73
15.1,,,258,20,20,12.75,-78.73
15.1,,,251,20,20,12.75,-78.73
17.3,,,251,20,20,12.75,-78.73
19.2,,,210,20,20,12.75,-78.73
21.1,,,235,20,20,12.75,-78.73
22.5,,,239,20,20,12.75,-78.73
24.8,,,223,20,20,12.75,-78.73
26.3,,,215,20,20,12.75,-78.73
26.3,,,212,20,20,12.75,-78.73
36.9,,,240,20,20,12.75,-78.73
47.1,,,235,20,20,12.75,-78.73
52.3,,,229,20,20,12.75,-78.73
61.4,,,234,20,20,12.75,-78.73
76.3,,,247,20,20,12.75,-78.73
83,,,245,20,20,12.75,-78.73
88.1,,,269,20,20,12.75,-78.73
99.6,,,271,20,20,12.75,-78.73
104.5,,,253,20,20,12.75,-78.73
114.2,,,279,20,20,12.75,-78.73
116.1,,,288,20,20,12.75,-78.73
119.1,,,293,20,20,12.75,-78.73
122.3,,,271,20,20,12.75,-78.73
131,,,286,20,20,12.75,-78.73
1384,,,213.86,23.95,23.95,4.7705,-20.927
1392.67,,,282.22,39.85,39.85,4.7705,-20.927
1397.33,,,271.21,31.4,31.4,4.7705,-20.927
1402,,,320.21,44.43,44.43,4.7705,-20.927
1408,,,326.84,64.84,64.84,4.7705,-20.927
1414,,,260.47,30.76,30.76,4.7705,-20.927
1420,,,200.75,27.33,27.33,4.7705,-20.927
1425.17,,,234.25,28.07,28.07,4.7705,-20.927
1430.33,,,225.77,30.66,30.66,4.7705,-20.927
1435.5,,,241.87,41.25,41.25,4.7705,-20.927
1440.67,,,284.89,35.72,35.72,4.7705,-20.927
1445.83,,,286.65,41.2,41.2,4.7705,-20.927
1451.03,,,256.45,49.55,49.55,4.7705,-20.927
1455.52,,,237.1,29.91,29.91,4.7705,-20.927
1459.38,,,260.68,31.91,31.91,4.7705,-20.927
1464.52,,,248.87,28.89,28.89,4.7705,-20.927
1473.51,,,278.52,32.22,32.22,4.7705,-20.927
1478.01,,,271.89,31.77,31.77,4.7705,-20.927
1482.5,,,226.54,24.89,24.89,4.7705,-20.927
1490,,,292.23,34.41,34.41,4.7705,-20.927
1493,,,214.55,24.14,24.14,4.7705,-20.927
1496.43,,,200.98,23.52,23.52,4.7705,-20.927
1499,,,223.78,22.98,22.98,4.7705,-20.927
1502.33,,,182.93,21.3,21.3,4.7705,-20.927
1505.67,,,249.08,28.67,28.67,4.7705,-20.927
1509,,,276.63,33.86,33.86,4.7705,-20.927
1512.33,,,223.24,26.66,26.66,4.7705,-20.927
1515.67,,,298.89,37.87,37.87,4.7705,-20.927
1519,,,277.93,34.93,34.93,4.7705,-20.927
1522.33,,,283.64,39.34,39.34,4.7705,-20.927
1525.67,,,305.94,36.16,36.16,4.7705,-20.927
1529,,,255.82,27.36,27.36,4.7705,-20.927
1535.67,,,295.54,36.86,36.86,4.7705,-20.927
3.6,,,263.26,30.29,30.29,4.77,-20.93
3.6,,,268.38,31.12,31.12,4.77,-20.93
14.6,,,241.99,26.8,26.8,4.77,-20.93
14.6,,,232.36,25.63,25.63,4.77,-20.93
20.4,,,178.77,20.38,20.38,4.77,-20.93
40.8,,,213.72,23.64,23.64,4.77,-20.93
70.6,,,242.25,27.33,27.33,4.77,-20.93
113.6,,,260.12,29.48,29.48,4.77,-20.93
123.2,,,303.17,35.89,35.89,4.77,-20.93
128.1,,,270.47,30.69,30.69,4.77,-20.93
136.8,,,197.65,22.02,22.02,4.77,-20.93
138.6,,,177.22,20.42,20.42,4.77,-20.93
329.1,,,296.87,36.16,36.16,4.77,-20.93
358.5,,,212.41,23.57,23.57,4.77,-20.93
366.9,,,224.23,24.89,24.89,4.77,-20.93
386.4,,,251.42,28.37,28.37,4.77,-20.93
409.1,,,296.98,35.37,35.37,4.77,-20.93
418.8,,,274.77,31.73,31.73,4.77,-20.93
541.6,,,244.39,27.44,27.44,4.77,-20.93
616.3,,,249.8,28.01,28.01,4.77,-20.93
651,,,174.36,20.37,20.37,4.77,-20.93
662.1,,,198.75,22.33,22.33,4.77,-20.93
675,,,216.55,24.12,24.12,4.77,-20.93
702.2,,,252.97,28.36,28.36,4.77,-20.93
703.5,,,263.35,29.9,29.9,4.77,-20.93
731,,,223.8,24.93,24.93,4.77,-20.93
752.4,,,208.84,23.37,23.37,4.77,-20.93
891.9,,,202.01,22.8,22.8,4.77,-20.93
950,,,281.67,33.36,33.36,4.77,-20.93
952.8,,,304.68,37.03,37.03,4.77,-20.93
1072.8,,,293.26,35.54,35.54,4.77,-20.93
1078.9,,,258.1,29.73,29.73,4.77,-20.93
1168.3,,,265.48,30.97,30.97,4.77,-20.93
1192.4,,,213.02,24.2,24.2,4.77,-20.93
1212.5,,,226.41,26.4,26.4,4.77,-20.93
1233.3,,,247.23,28.53,28.53,4.77,-20.93
1238.7,,,270.7,31.31,31.31,4.77,-20.93
1253,,,204.31,23.35,23.35,4.77,-20.93
1261.7,,,241.02,28.43,28.43,4.77,-20.93
1351.57,,,285.22,34.34,34.34,4.77,-20.93
1380.31,,,219.77,24.1,24.1,4.77,-20.93
1487,,,257.44,30.11,30.11,4.77,-20.93
1499,,,225.28,25.79,25.79,4.77,-20.93
1539,,,225.68,26.08,26.08,4.77,-20.93
1541.3,,,227.89,27.05,27.05,4.77,-20.93
1542.3,,,279.09,33.88,33.88,4.77,-20.93
1574.1,,,276.96,34.03,34.03,4.77,-20.93
1577.4,,,215.33,24.95,24.95,4.77,-20.93
1616,,,301.08,35.47,35.47,4.77,-20.93
1648.7,,,198.31,22.99,22.99,4.77,-20.93
1659.5,,,192.55,22.71,22.71,4.77,-20.93
1698.5,,,290.91,36.13,36.13,4.77,-20.93
1753.1,,,286.95,35.9,35.9,4.77,-20.93
1779.6,,,224.59,26,26,4.77,-20.93
1975.13,,,202.27,33,33,12.91083,-78.83333
2026.54,,,234.26,38.29,38.29,12.91083,-78.83333
2078.09,,,215.4,36.71,36.71,12.91083,-78.83333
2161.01,,,201.49,34.41,34.41,12.91083,-78.83333
2166.04,,,309.39,53.2,53.2,12.91083,-78.83333
2201.94,,,318.13,54.27,54.27,12.91083,-78.83333
2304.67,,,210.41,36.04,36.04,12.91083,-78.83333
2502.94,,,289.4,50.43,50.43,12.91083,-78.83333
2558.58,,,242.73,47.33,47.33,12.91083,-78.83333
2600.86,,,201.45,34.08,34.08,12.91083,-78.83333
2685.47,,,195.32,37.13,37.13,12.91083,-78.83333
2702.22,,,278.67,51.27,51.27,12.91083,-78.83333
2705.51,,,268,46.71,46.71,12.91083,-78.83333
2708.11,,,223.88,39.37,39.37,12.91083,-78.83333
2710.46,,,287.62,94.33,94.33,12.91083,-78.83333
2751.56,,,251.2,42.74,42.74,12.91083,-78.83333
2772.86,,,292.88,52.66,52.66,12.91083,-78.83333
2778.72,,,333.06,63.17,63.17,12.91083,-78.83333
2781.41,,,274.7,47.68,47.68,12.91083,-78.83333
2795.49,,,264.04,47.39,47.39,12.91083,-78.83333
2918.77,,,221.41,41.04,41.04,12.91083,-78.83333
3000.57,,,301.4,55.31,55.31,12.91083,-78.83333
3073.92,,,246.27,44.51,44.51,12.91083,-78.83333
3081.38,,,325.27,63.02,63.02,12.91083,-78.83333
3104.91,,,251.69,42.24,42.24,12.91083,-78.83333
3155.92,,,225.89,48.09,48.09,12.91083,-78.83333
3218.57,,,223.05,43.45,43.45,12.91083,-78.83333
3239.16,,,270.93,48.04,48.04,12.91083,-78.83333
3259.14,,,223.41,43.7,43.7,12.91083,-78.83333
3321.59,,,250.15,46.14,46.14,12.91083,-78.83333
3403.24,,,244.71,43.32,43.32,12.91083,-78.83333
3406.73,,,244.43,48.36,48.36,12.91083,-78.83333
3471.47,,,264.78,49.48,49.48,12.91083,-78.83333
3542.53,,,282.46,57.23,57.23,12.91083,-78.83333
3590.77,,,264.39,49.71,49.71,12.91083,-78.83333
3716.06,,,283.01,53.96,53.96,12.91083,-78.83333
3792.18,,,260.09,52.22,52.22,12.91083,-78.83333
3870.13,,,340.09,69.57,69.57,12.91083,-78.83333
3961.07,,,278.8,54,54,12.91083,-78.83333
4036.18,,,286.22,56.8,56.8,12.91083,-78.83333
4117.13,,,330.34,72.75,72.75,12.91083,-78.83333
4580.3,,,355.57,76.8,76.8,12.91083,-78.83333
2337.82,,,323.07,50.26,50.26,12.91083,-78.83333
2346.71,,,322.89,65.25,65.25,12.91083,-78.83333
2352.72,,,315.04,49.91,49.91,12.91083,-78.83333
2372.2,,,421.38,74.41,74.41,12.91083,-78.83333
2381.29,,,377.94,66.87,66.87,12.91083,-78.83333
2389.32,,,384.56,60.93,60.93,12.91083,-78.83333
2410.92,,,284.49,43.31,43.31,12.91083,-78.83333
2424.89,,,342.68,54.58,54.58,12.91083,-78.83333
2451.23,,,328.63,49.66,49.66,12.91083,-78.83333
2474.49,,,350.9,56.13,56.13,12.91083,-78.83333
2500.4,,,366.56,62.15,62.15,12.91083,-78.83333
2501.4,,,371.83,59.56,59.56,12.91083,-78.83333
2521.93,,,256.19,39.48,39.48,12.91083,-78.83333
2545.15,,,343.36,55.24,55.24,12.91083,-78.83333
2561.9,,,307.5,47.06,47.06,12.91083,-78.83333
2579.43,,,338.08,51.73,51.73,12.91083,-78.83333
2594.84,,,373.79,67.31,67.31,12.91083,-78.83333
2615.07,,,287.11,44.39,44.39,12.91083,-78.83333
2624.5,,,313.39,50.84,50.84,12.91083,-78.83333
2630.91,,,253.28,44.3,44.3,12.91083,-78.83333
2648.26,,,291.37,44.92,44.92,12.91083,-78.83333
2664.7,,,310.78,50.53,50.53,12.91083,-78.83333
2673.02,,,270.56,47.18,47.18,12.91083,-78.83333
2680.36,,,333.59,54.26,54.26,12.91083,-78.83333
2686.56,,,294.77,48.26,48.26,12.91083,-78.83333
2695.16,,,285.29,44.28,44.28,12.91083,-78.83333
2700.04,,,242.5,57.88,57.88,12.91083,-78.83333
2703.2,,,329.6,56.75,56.75,12.91083,-78.83333
2707.21,,,272.13,42.43,42.43,12.91083,-78.83333
2745.52,,,349.19,57.09,57.09,12.91083,-78.83333
2751.48,,,330.48,60.56,60.56,12.91083,-78.83333
2764.19,,,368.5,63.46,63.46,12.91083,-78.83333
2777.48,,,288.15,45.1,45.1,12.91083,-78.83333
2798.54,,,291.7,48.19,48.19,12.91083,-78.83333
2830.18,,,328.18,54,54,12.91083,-78.83333
2831.68,,,372.83,94.74,94.74,12.91083,-78.83333
2838.9,,,400.9,69.38,69.38,12.91083,-78.83333
2849.18,,,317.96,55.39,55.39,12.91083,-78.83333
2858.32,,,459.5,93.19,93.19,12.91083,-78.83333
2912.38,,,383.22,66.57,66.57,12.91083,-78.83333
2923.56,,,390.27,71.45,71.45,12.91083,-78.83333
2941.58,,,349.39,54.96,54.96,12.91083,-78.83333
2950.49,,,370.51,64.7,64.7,12.91083,-78.83333
2951.16,,,433.94,108.93,108.93,12.91083,-78.83333
2959.6,,,359.02,56.36,56.36,12.91083,-78.83333
2978.07,,,341.56,56.75,56.75,12.91083,-78.83333
3002.81,,,383.47,66.95,66.95,12.91083,-78.83333
3011,,,371.06,64.97,64.97,12.91083,-78.83333
3027.58,,,396.19,69.25,69.25,12.91083,-78.83333
3042.66,,,436.07,89.26,89.26,12.91083,-78.83333
3050.02,,,434.53,79.99,79.99,12.91083,-78.83333
3059.03,,,374.99,77.41,77.41,12.91083,-78.83333
3062.96,,,429.61,83.53,83.53,12.91083,-78.83333
3066.54,,,395.44,73.4,73.4,12.91083,-78.83333
3091.18,,,348.38,61.3,61.3,12.91083,-78.83333
3100.18,,,333.78,55.84,55.84,12.91083,-78.83333
3114.24,,,408.87,75.96,75.96,12.91083,-78.83333
3133.15,,,360.17,70.88,70.88,12.91083,-78.83333
3143.17,,,348.65,68.73,68.73,12.91083,-78.83333
3151.9,,,418.04,159.33,159.33,12.91083,-78.83333
3157.94,,,355.21,63.09,63.09,12.91083,-78.83333
3171.55,,,472.08,97.28,97.28,12.91083,-78.83333
3179.79,,,398.71,66.99,66.99,12.91083,-78.83333
3189.19,,,296.58,47.63,47.63,12.91083,-78.83333
3198.73,,,346.11,61.48,61.48,12.91083,-78.83333
3209.38,,,341.93,64.06,64.06,12.91083,-78.83333
3224.6,,,393.61,77.38,77.38,12.91083,-78.83333
3239.89,,,443.43,135.91,135.91,12.91083,-78.83333
3242.93,,,371.05,66,66,12.91083,-78.83333
3245.81,,,332.38,56.21,56.21,12.91083,-78.83333
3259.58,,,365.05,84.69,84.69,12.91083,-78.83333
3270.17,,,382.37,98.67,98.67,12.91083,-78.83333
3280.6,,,329,58.73,58.73,12.91083,-78.83333
3.9,,,282.68,40.93,40.93,12.91083,-78.83333
456.3,,,334.31,48.38,48.38,12.91083,-78.83333
900,,,312.84,45.37,45.37,12.91083,-78.83333
1500,,,292.11,43.25,43.25,12.91083,-78.83333
2109,,,308.46,51.3,51.3,12.91083,-78.83333
2592,,,284.38,49.06,49.06,12.91083,-78.83333
2785,,,356.05,62.13,62.13,12.91083,-78.83333
2889.52,,,525.1,113.4,113.4,12.91083,-78.83333
2985,,,531.04,115.79,115.79,12.91083,-78.83333
3049.9,,,577.6,136.29,136.29,12.91083,-78.83333
3172,,,413.58,78.08,78.08,12.91083,-78.83333
3495.9,,,470.21,97.1,97.1,12.91083,-78.83333
3.91,2,2,264.56,48.56,48.56,12.91083,-78.83333
4.63,2,2,253.28,36.91,36.91,12.91083,-78.83333
5.02,2,2,273.31,45.95,45.95,12.91083,-78.83333
7.82,2,2,249.12,46.38,46.38,12.91083,-78.83333
7.82,2,2,259.89,55.69,55.69,12.91083,-78.83333
9.49,2,2,259.1,47.65,47.65,12.91083,-78.83333
10.32,2,2,233.01,54.31,54.31,12.91083,-78.83333
11.65,2,2,251.75,50.21,50.21,12.91083,-78.83333
14.01,2,2,231.32,44.04,44.04,12.91083,-78.83333
15.07,2,2,228.76,43.81,43.81,12.91083,-78.83333
15.07,2,2,216.65,45.4,45.4,12.91083,-78.83333
17.26,2,2,222.06,39.81,39.81,12.91083,-78.83333
19.19,2,2,162.95,38.89,38.89,12.91083,-78.83333
21.12,2,2,199.9,35.11,35.11,12.91083,-78.83333
22.61,2,2,202.61,38.16,38.16,12.91083,-78.83333
24.38,2,2,180.8,34.43,34.43,12.91083,-78.83333
25.51,2,2,172,44.25,44.25,12.91083,-78.83333
25.51,2,2,167.07,35.43,35.43,12.91083,-78.83333
35.82,2,2,212.35,41.5,41.5,12.91083,-78.83333
46.61,2,2,207.1,38.17,38.17,12.91083,-78.83333
52.14,2,2,197.48,42.54,42.54,12.91083,-78.83333
61.28,2,2,198.65,54.27,54.27,12.91083,-78.83333
77.3,2,2,233.58,47.32,47.32,12.91083,-78.83333
84.33,2,2,234.98,58.27,58.27,12.91083,-78.83333
89.11,2,2,260.56,51.77,51.77,12.91083,-78.83333
100.36,2,2,270.53,62.07,62.07,12.91083,-78.83333
106.12,2,2,249.31,53.62,53.62,12.91083,-78.83333
111.32,2,2,294.64,39.17,39.17,12.91083,-78.83333
116.82,2,2,303.04,86.11,86.11,12.91083,-78.83333
118.81,2,2,319.5,91.39,91.39,12.91083,-78.83333
119.06,2,2,311.64,46.59,46.59,12.91083,-78.83333
121.79,2,2,330.07,66.55,66.55,12.91083,-78.83333
123.77,2,2,260.6,51.94,51.94,12.91083,-78.83333
124.37,2,2,291.79,36.34,36.34,12.91083,-78.83333
127.48,2,2,283.64,38.89,38.89,12.91083,-78.83333
130.86,2,2,281.03,78.18,78.18,12.91083,-78.83333
131.91,2,2,261.03,36.98,36.98,12.91083,-78.83333
133.22,2,2,251,36.02,36.02,12.91083,-78.83333
134,2,2,222.15,36.54,36.54,12.91083,-78.83333
135.57,2,2,222.6,35.83,35.83,12.91083,-78.83333
138.97,2,2,222.05,34.81,34.81,12.91083,-78.83333
146.69,2,2,229.44,35.57,35.57,12.91083,-78.83333
150.04,2,2,221.38,34.89,34.89,12.91083,-78.83333
169.76,2,2,219.83,34.83,34.83,12.91083,-78.83333
179.94,2,2,218.52,33.83,33.83,12.91083,-78.83333
184.37,2,2,228.74,35.29,35.29,12.91083,-78.83333
190.01,2,2,236,33.76,33.76,12.91083,-78.83333
191.68,2,2,235.53,34.1,34.1,12.91083,-78.83333
198.07,2,2,260.62,33.64,33.64,12.91083,-78.83333
211.57,2,2,291.69,39.75,39.75,12.91083,-78.83333
220.44,2,2,276.98,35.61,35.61,12.91083,-78.83333
223.66,2,2,276.89,41.8,41.8,12.91083,-78.83333
227.1,2,2,248.75,36.21,36.21,12.91083,-78.83333
235.76,2,2,275.28,39.02,39.02,12.91083,-78.83333
239.48,2,2,254.64,35.11,35.11,12.91083,-78.83333
242.9,2,2,292.99,41.88,41.88,12.91083,-78.83333
247.18,2,2,279.67,37.35,37.35,12.91083,-78.83333
250.07,2,2,239.57,35.13,35.13,12.91083,-78.83333
257.84,2,2,249.37,33.81,33.81,12.91083,-78.83333
1087.26,2,2,243.98,33.09,33.09,12.91083,-78.83333
1088.69,2,2,271.93,35.49,35.49,12.91083,-78.83333
1090.03,2,2,233.55,31.65,31.65,12.91083,-78.83333
1092.67,2,2,253.57,34.52,34.52,12.91083,-78.83333
1094.71,2,2,263.76,36.98,36.98,12.91083,-78.83333
1099.46,2,2,343.51,44.57,44.57,12.91083,-78.83333
1102.42,2,2,320.33,40.87,40.87,12.91083,-78.83333
1103.16,2,2,330.27,52.82,52.82,12.91083,-78.83333
1106.2,2,2,257.95,31.86,31.86,12.91083,-78.83333
1107.82,2,2,276.83,36.29,36.29,12.91083,-78.83333
1110.3,2,2,299.34,37.49,37.49,12.91083,-78.83333
1112.8,2,2,258.5,35.04,35.04,12.91083,-78.83333
1115.26,2,2,239.51,33.74,33.74,12.91083,-78.83333
1117.86,2,2,225.64,31.39,31.39,12.91083,-78.83333
1120.36,2,2,263.28,32.94,32.94,12.91083,-78.83333
1123.09,2,2,215.15,31.58,31.58,12.91083,-78.83333
1126.06,2,2,264.53,36.26,36.26,12.91083,-78.83333
1127.81,2,2,263.24,36.6,36.6,12.91083,-78.83333
1130.97,2,2,268.16,33.05,33.05,12.91083,-78.83333
1136.57,2,2,316.23,36.75,36.75,12.91083,-78.83333
1140.03,2,2,333.07,43.94,43.94,12.91083,-78.83333
1143.23,2,2,302.22,43.99,43.99,12.91083,-78.83333
1145.33,2,2,321.85,45.68,45.68,12.91083,-78.83333
1148.9,2,2,339.23,64.49,64.49,12.91083,-78.83333
1150.94,2,2,283.35,40.52,40.52,12.91083,-78.83333
1154.09,2,2,266.89,36.99,36.99,12.91083,-78.83333
1157.77,2,2,325.11,44.75,44.75,12.91083,-78.83333
1160.73,2,2,335.36,47.17,47.17,12.91083,-78.83333
1162.85,2,2,295.05,37.87,37.87,12.91083,-78.83333
1169.86,2,2,305.23,36.12,36.12,12.91083,-78.83333
1177.57,2,2,293.61,36.2,36.2,12.91083,-78.83333
1179.66,2,2,282.18,36.75,36.75,12.91083,-78.83333
1181.75,2,2,247.29,31.4,31.4,12.91083,-78.83333
1184.06,2,2,240.35,32.29,32.29,12.91083,-78.83333
1185.97,2,2,274.23,35.85,35.85,12.91083,-78.83333
1188.07,2,2,284.75,36.1,36.1,12.91083,-78.83333
1191.31,2,2,230.23,30.35,30.35,12.91083,-78.83333
1195.15,2,2,223.04,31.21,31.21,12.91083,-78.83333
1203.26,2,2,207.02,30.24,30.24,12.91083,-78.83333
1206.76,2,2,232.21,30.87,30.87,12.91083,-78.83333
1209.99,2,2,255.44,33.36,33.36,12.91083,-78.83333
1214.48,2,2,309.8,38.45,38.45,12.91083,-78.83333
1216.42,2,2,291.69,39.82,39.82,12.91083,-78.83333
1218.54,2,2,322.27,45.13,45.13,12.91083,-78.83333
1224.18,2,2,268.8,38.45,38.45,12.91083,-78.83333
1227.17,2,2,287.51,38.72,38.72,12.91083,-78.83333
1230.72,2,2,332.78,49.78,49.78,12.91083,-78.83333
1233.9,2,2,312.73,41.66,41.66,12.91083,-78.83333
1236.18,2,2,275.39,34.27,34.27,12.91083,-78.83333
1239.83,2,2,281.84,37.74,37.74,12.91083,-78.83333
1243.25,2,2,308.05,36.13,36.13,12.91083,-78.83333
4935.72,250,250,312.13,94.2,90.9,3.72125,-42.91329
4976.91,250,250,327.15,101.01,97.31,3.72125,-42.91329
4998.53,250,250,319.94,98.44,92.74,3.72125,-42.91329
5052.34,250,250,319.36,97.01,93.71,3.72125,-42.91329
5057.68,250,250,391.88,118.32,115.38,3.72125,-42.91329
5119.58,250,250,366.36,112.95,108.25,3.72125,-42.91329
5168.89,250,250,310.38,93.66,91.06,3.72125,-42.91329
5179.47,250,250,298.28,91.72,89.26,3.72125,-42.91329
5199.15,250,250,332.17,100.69,97.63,3.72125,-42.91329
5234.13,250,250,307.05,95.27,90.88,3.72125,-42.91329
5272.4,250,250,382.4,116.88,112.58,3.72125,-42.91329
5305.5,250,250,290.51,89.83,86.97,3.72125,-42.91329
5358.76,250,250,332.84,100.96,98.68,3.72125,-42.91329
5381.93,250,250,351.4,105.49,101.33,3.72125,-42.91329
5416.84,250,250,299.97,93.2,89.71,3.72125,-42.91329
5452.01,250,250,370.86,113.24,106.88,3.72125,-42.91329
5494.03,250,250,344.07,106.33,101.47,3.72125,-42.91329
5536.67,250,250,328.73,102.08,96.37,3.72125,-42.91329
5579.56,250,250,400.79,121.38,117.15,3.72125,-42.91329
5601.56,250,250,299.25,92.93,88.43,3.72125,-42.91329
5654.11,250,250,372.21,116.84,108.01,3.72125,-42.91329
5708.16,250,250,297.46,91.75,88.69,3.72125,-42.91329
5714.84,250,250,302.06,94.21,87.61,3.72125,-42.91329
5765.99,250,250,409.44,124.43,118.35,3.72125,-42.91329
5807.4,250,250,294.7,93.31,87.98,3.72125,-42.91329
5852.19,250,250,283.05,86.69,84.65,3.72125,-42.91329
5892.7,250,250,280.78,86.92,83.3,3.72125,-42.91329
5971.38,250,250,302.78,91.8,91.37,3.72125,-42.91329
6018.5,250,250,373.58,112.06,110.51,3.72125,-42.91329
6061.46,250,250,345.34,105.48,102.26,3.72125,-42.91329
6102.94,250,250,359.41,109.48,105.77,3.72125,-42.91329
6229.33,250,250,413.74,131.14,121.27,3.72125,-42.91329
6291.76,250,250,328.79,101.81,96.85,3.72125,-42.91329
6298.89,250,250,381.47,119.01,114.33,3.72125,-42.91329
6346.43,250,250,376.37,124.96,113.93,3.72125,-42.91329
6385.08,250,250,309.75,97.87,92.7,3.72125,-42.91329
6456.97,250,250,384.17,118.62,112.45,3.72125,-42.91329
6504.65,250,250,320.68,101.33,94.92,3.72125,-42.91329
6563.48,250,250,378.13,117.45,111.53,3.72125,-42.91329
6588.43,250,250,327.76,100.54,95.14,3.72125,-42.91329
6604.6,250,250,434.23,133.64,124.05,3.72125,-42.91329
6632.52,250,250,378.8,114.35,109.34,3.72125,-42.91329
6772.37,250,250,408.27,121.87,117.09,3.72125,-42.91329
6787.53,250,250,333.75,101.66,99.67,3.72125,-42.91329
6930.86,250,250,390.27,190.28,146.1,3.72125,-42.91329
