xls,site_name,proxy,doi,age,age_uncertainty_older,age_uncertainty_younger,co2,co2_uncertainty_higher,co2_uncertainty_lower,reference,modern_latitude,modern_longitude
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,3172,,,340,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,3496,,,365,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,4,,,294,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,900,,,280,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,1500,,,254,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,2109,,,369,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,2985,,,379,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,3229,,,376,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,4028,,,427,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_seki_2010.xlsx,999,Boron Proxies,10.1016/j.epsl.2010.01.037,4342,,,422,25,25,"Seki, O., Foster, G.L., Schmidt, D.N., Mackensen, A., Kawamura, K. and Pancost, R.D. (2010) Alkenone and boron-based Pliocene pCO2 records. Earth and Planetary Science Letters 292, 201-211.\n",12.744,-78.7393
boron_isotopes_anagnostou_2016.xlsx,TDP3,Boron Proxies,10.1038/nature17423,53200,400,400,1400,470,470,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.85621,39.46091
boron_isotopes_anagnostou_2016.xlsx,TDP2,Boron Proxies,10.1038/nature17423,45600,300,100,1100,350,350,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.91771,39.50365
boron_isotopes_anagnostou_2016.xlsx,TDP2,Boron Proxies,10.1038/nature17423,44400,100,400,920,320,320,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.91771,39.50365
boron_isotopes_anagnostou_2016.xlsx,PP98L-2 ,Boron Proxies,10.1038/nature17423,36900,600,600,770,300,300,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.90225,39.70458
boron_isotopes_anagnostou_2016.xlsx,TDP18,Boron Proxies,10.1038/nature17423,40300,300,300,650,220,220,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.26524,39.5339
boron_isotopes_anagnostou_2016.xlsx,TDP3,Boron Proxies,10.1038/nature17423,53200,400,400,1900,600,600,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.85621,39.46091
boron_isotopes_anagnostou_2016.xlsx,TDP2,Boron Proxies,10.1038/nature17423,45600,300,100,1400,410,410,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.91771,39.50365
boron_isotopes_anagnostou_2016.xlsx,TDP2,Boron Proxies,10.1038/nature17423,44400,100,400,1200,370,370,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-8.91771,39.50365
boron_isotopes_anagnostou_2016.xlsx,PP98L-2 ,Boron Proxies,10.1038/nature17423,36900,600,600,920,340,340,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.90225,39.70458
boron_isotopes_anagnostou_2016.xlsx,TDP18,Boron Proxies,10.1038/nature17423,40300,300,300,760,230,230,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.26524,39.5339
boron_isotopes_anagnostou_2016.xlsx,TDP17,Boron Proxies,10.1038/nature17423,32980,,,550,190,190,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.18639,39.55111
boron_isotopes_anagnostou_2016.xlsx,TDP17,Boron Proxies,10.1038/nature17423,33170,,,710,230,230,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.18639,39.55111
boron_isotopes_anagnostou_2016.xlsx,TDP17,Boron Proxies,10.1038/nature17423,33330,,,890,290,290,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.18639,39.55111
boron_isotopes_anagnostou_2016.xlsx,TDP12,Boron Proxies,10.1038/nature17423,33470,,,930,320,320,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.21528,39.54833
boron_isotopes_anagnostou_2016.xlsx,TDP17,Boron Proxies,10.1038/nature17423,33590,,,690,230,230,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.18639,39.55111
boron_isotopes_anagnostou_2016.xlsx,TDP12,Boron Proxies,10.1038/nature17423,33960,,,870,300,300,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.21528,39.54833
boron_isotopes_anagnostou_2016.xlsx,TDP12,Boron Proxies,10.1038/nature17423,34210,,,960,330,330,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.21528,39.54833
boron_isotopes_anagnostou_2016.xlsx,TDP12,Boron Proxies,10.1038/nature17423,34420,,,940,360,360,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.21528,39.54833
boron_isotopes_anagnostou_2016.xlsx,TDP12,Boron Proxies,10.1038/nature17423,34630,,,810,310,310,"Anagnostou, E., E.H. John, K.M. Edgar, G.L. Foster, A. Ridgwell, G.N. Inglis, R.D. Pancost, D.J. Lunt, and P.N. Pearson (2016), Changing atmospheric CO2 concentration was the primary driver of early Cenozoic climate, Nature, 533 (7603), 380-384.",-9.21528,39.54833
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,40338,,,1001.93,185.12,162.55,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,40933,,,918.97,172.19,158.44,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,41796,,,790.99,147.07,134.7,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,43763,,,1018.58,207.16,181.82,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,44825,,,927.04,188.78,148.51,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1260,Boron Proxies,10.1038/s41467-020-17887-x,45701,,,848.1,131.51,123.88,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.2658,-54.5439
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,46571,,,1084.14,190.52,178.38,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,47496,,,1420.45,307.89,262.07,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.733
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,48137,,,1907.63,472.23,364.24,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.733
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,49001,,,1754.53,413.6,327.97,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,49831,,,1226.98,266.02,211.24,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,50705,,,1157.47,221.02,211.38,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,50856,,,1135.38,235.29,187.47,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,51980,,,1285.1,286.79,217.55,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,51980,,,1011.62,207.35,171.26,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,53628,,,1027.76,214.7,179.05,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,54678,,,647.83,122.7,97.49,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7328
boron_isotopes_anagnostou_2020.xlsx,1258,Boron Proxies,10.1038/s41467-020-17887-x,55541,,,796.67,163.04,127.04,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",9.4333,-54.7333
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,35607.55,,,910.3,180.67,160.46,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,36396.42,,,871.97,199.35,157.48,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,36963.28,,,883,190.95,138.92,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,36963.28,,,830.6,167.98,146.54,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,37636.08,,,814.01,334.09,203.91,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,38109.41,,,898.8,209.28,160.36,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,38781.08,,,893.23,156.4,157.32,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,38781.08,,,887.01,169.97,153.25,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,38781.08,,,950.09,207.79,172.86,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,38781.08,,,947.84,191.91,180.3,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,39445.98,,,787.87,188.68,159.63,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,39445.98,,,945.83,195.63,151.98,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,40250.64,,,966.73,219.38,165.53,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,40917.8,,,864.55,177.08,143.35,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,41467.76,,,963.44,195.69,180.52,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,42387.36,,,885.73,185.4,148.84,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,43068.05,,,945.05,199.58,173.52,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,43068.05,,,955.12,182.42,159.99,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,43383.6,,,857.89,155.43,142.82,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,43744.22,,,1044.29,201.5,161.86,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,44537.61,,,1063.92,209.44,181,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,44873.44,,,1014.87,197.44,187.64,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,44873.44,,,1023.7,208.22,170.65,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,44873.44,,,895.03,187.42,152.68,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,44873.44,,,874.28,184.72,152.81,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,45204.77,,,958.56,175.94,154.15,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,45204.77,,,1116.12,235.12,197.96,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,45753.6,,,1030.3,197.16,174.94,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,46317.08,,,1004.96,205.14,172.24,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,46655.17,,,962.4,188.06,154.47,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,47331.35,,,1070.43,192.97,163.18,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,48015.42,,,1136.71,200.92,197.22,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,48015.42,,,1039.03,215.68,184.79,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,49134.49,,,1185.02,255.2,211.33,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
boron_isotopes_anagnostou_2020.xlsx,865,Boron Proxies,10.1038/s41467-020-17887-x,49818.56,,,1116.42,256.93,207.65,"Anagnostou, E., John, E.H., Babila, T.L. et al. Proxy evidence for state-dependence of climate sensitivity in the Eocene greenhouse. Nat Commun 11, 4436 (2020). ",18.4403,-179.5558
